,Classifier,Actual,Pred,Type,Dataset,classAnonymousClassesQty,classAssignmentsQty,classCbo,classComparisonsQty,classLambdasQty,classLcom,classLoc,classLoopQty,classMathOperationsQty,classMaxNestedBlocks,classNosi,classNumberOfAbstractMethods,classNumberOfDefaultMethods,classNumberOfFields,classNumberOfFinalFields,classNumberOfFinalMethods,classNumberOfMethods,classNumberOfPrivateFields,classNumberOfPrivateMethods,classNumberOfProtectedFields,classNumberOfProtectedMethods,classNumberOfPublicFields,classNumberOfPublicMethods,classNumberOfStaticFields,classNumberOfStaticMethods,classNumberOfSynchronizedMethods,classNumbersQty,classParenthesizedExpsQty,classReturnQty,classRfc,classStringLiteralsQty,classSubClassesQty,classTryCatchQty,classUniqueWordsQty,classVariablesQty,classWmc,authorOwnership,bugFixCount,linesAdded,linesDeleted,qtyMajorAuthors,qtyMinorAuthors,qtyOfAuthors,qtyOfCommits,refactoringsInvolved
0,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.011831402514173,0.023598820058997,0.0008620689655172,0.0,0.0001639947276461,0.0055452865064695,0.0196560196560196,0.0027610441767068,0.2857142857142857,0.0,0.0,0.0,0.0018165304268846,0.0009088155104513,0.0,0.0148514851485148,0.0251256281407035,0.0329670329670329,0.0081967213114754,0.0116959064327485,0.0,0.0149812734082397,0.0003027550711474,0.0,0.0,0.0009655898876404,0.0002141786249732,0.0198789974070872,0.0541195476575121,0.0031225604996096,0.0018975332068311,0.0593607305936073,0.0378494623655914,0.0124129579170451,0.0135855087906233,1.0,0.0,0.0001083144405559,0.000100521455048,0.0769230769230769,0.0,0.0094339622641509,0.0030985915492957,0.0017316017316017
1,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0029578506285432,0.0,0.0,0.0,0.0,0.008023399890313,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0036330608537693,0.0036352620418055,0.0,0.0006188118811881,0.0,0.0054945054945054,0.0,0.0,0.0036330608537693,0.0,0.0036330608537693,0.0,0.0,0.0,0.0,0.0,0.0,0.0018735362997658,0.0417457305502846,0.0,0.1406451612903226,0.0036330608537693,0.0002663825253063,0.22,0.0159118727050183,0.0008254307366502,0.0004900420933593,0.6153846153846154,0.0571428571428571,0.1320754716981132,0.028169014084507,0.0
2,TBStack-LR,0,0,TreeStacking,Rename Class,0.0103092783505154,0.0076411141237367,0.0088495575221238,0.0,0.0,1.992459307850289e-05,0.0043265422193333,0.0024570024570024,0.002008032128514,0.0952380952380952,0.0013227513227513,0.0,0.0,0.004844081138359,0.0021205695243865,0.0,0.005569306930693,0.0703517587939698,0.0054945054945054,0.0,0.0,0.0006055101422948,0.0074906367041198,0.0012110202845897,0.0,0.0,0.0031601123595505,0.0002141786249732,0.0060501296456352,0.0355411954765751,0.0004683840749414,0.0009487666034155,0.0045662100456621,0.0477419354838709,0.0081743869209809,0.0050612679808204,0.7058823529411765,0.0134638922888616,0.0010047098106738,0.0003643902745492,0.2307692307692307,0.0,0.0283018867924528,0.0047887323943661,0.0008658008658008
3,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0,0.0,0.0,0.0,2.2989915090580268e-06,8.124961914241028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018564356435643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009487666034155,0.0,0.0034408602150537,0.0,0.000799147575919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TBStack-LR,0,0,TreeStacking,Rename Class,0.0137457044673539,0.001232437761893,0.0088495575221238,0.0,0.0,3.0653220120773688e-06,0.0015437427637057,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0012110202845897,0.0006058770069675,0.0,0.0024752475247524,0.0100502512562814,0.0054945054945054,0.0,0.0175438596491228,0.0,0.0,0.0003027550711474,0.0,0.0,8.778089887640449e-05,0.0,0.0017286084701815,0.0105008077544426,0.0001561280249804,0.0009487666034155,0.0,0.024516129032258,0.0015137753557372,0.0018646776771443,1.0,0.0,0.0004780775307295,0.0,0.0769230769230769,0.0,0.0094339622641509,0.000281690140845,0.0008658008658008
5,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0155287157998521,0.0098328416912487,0.0103448275862068,0.0,0.0001678263801612,0.0053015376490422,0.0024570024570024,0.0015060240963855,0.2857142857142857,0.0022045855379188,0.0,0.0,0.0099909173478655,0.0006058770069675,0.0,0.016089108910891,0.0301507537688442,0.0,0.0163934426229508,0.0,0.007568876778686,0.0243445692883895,0.007568876778686,0.0118181818181818,0.0,0.0003511235955056,0.0004283572499464,0.0198789974070872,0.0452342487883683,0.0071818891491022,0.0009487666034155,0.0091324200913242,0.0567741935483871,0.0169542839842567,0.0143846563665423,1.0,0.0012239902080783,0.0009822999264208,0.0005403028208833,0.0769230769230769,0.0,0.0094339622641509,0.0129577464788732,0.006060606060606
6,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0135568153808232,0.007866273352999,0.0,0.0,0.0004559666492965,0.001889053645061,0.0,0.0,0.0,0.0,0.0,0.0,0.0166515289131092,0.0,0.0,0.0216584158415841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085870413739266,0.0009487666034155,0.0,0.0326881720430107,0.0166515289131092,0.0093233883857218,0.4583333333333333,0.025703794369645,0.0009935048685473,0.0005277376390023,0.3076923076923077,0.0285714285714285,0.0660377358490566,0.020281690140845,0.0043290043290043
7,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0,0.0019665683382497,0.0,0.0,0.0,0.0079015254615993,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008077544426494,0.0,0.0018975332068311,0.0,0.0597849462365591,0.0,0.0002663825253063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,TBStack-LR,0,0,TreeStacking,Rename Class,0.0171821305841924,0.0359871826472763,0.063913470993117,0.0120689655172413,0.0,0.0001954142782699,0.021003026548313,0.0049140049140049,0.0025100401606425,0.2857142857142857,0.0039682539682539,0.0,0.0,0.0160460187708144,0.0,0.0,0.0191831683168316,0.0150753768844221,0.0109890109890109,0.0,0.0,0.0096881622767181,0.0271535580524344,0.0,0.0,0.0,0.0066713483146067,0.0021417862497322,0.0077787381158167,0.1122778675282714,0.0184231069476971,0.0009487666034155,0.0319634703196347,0.1174193548387096,0.0372388737511353,0.0309003729355354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0044367759428148,0.0265486725663716,0.0025862068965517,0.0,2.222358458756092e-05,0.0022749893359874,0.0,0.0002510040160642,0.1904761904761904,0.0,0.0,0.0,0.0015137753557372,0.0015146925174189,0.0,0.0068069306930693,0.0201005025125628,0.0,0.0081967213114754,0.0409356725146198,0.0,0.0037453183520599,0.0,0.0,0.0,0.0,0.0004283572499464,0.0086430423509075,0.0371567043618739,0.0006245120999219,0.0009487666034155,0.0045662100456621,0.0301075268817204,0.004844081138359,0.0061267980820458,0.3414634146341463,0.0085679314565483,0.0003734980708824,0.0006282590940503,0.3846153846153846,0.0476190476190476,0.0943396226415094,0.0115492957746478,0.006060606060606
10,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0007394626571358,0.0,0.0,0.0,0.0,0.000203124047856,0.0,0.001004016064257,0.0476190476190476,0.0,0.0,0.0,0.0009082652134423,0.0009088155104513,0.0,0.0006188118811881,0.0,0.0,0.0,0.0,0.0009082652134423,0.0009363295880149,0.0009082652134423,0.0009090909090909,0.0,8.778089887640449e-05,0.0,0.0,0.0016155088852988,0.0009367681498829,0.0009487666034155,0.0,0.0068817204301075,0.0009082652134423,0.0002663825253063,0.98,0.1309669522643818,0.0010719394634326,0.003266947289062,0.0769230769230769,0.0380952380952381,0.0471698113207547,0.056338028169014,0.0
11,TBStack-LR,0,0,TreeStacking,Rename Class,0.0,0.0081340892284939,0.0108161258603736,0.0,0.0,8.659534684118566e-05,0.0025390505982003,0.0024570024570024,0.0027610441767068,0.1428571428571428,0.0013227513227513,0.0,0.0,0.0051468362095065,0.0039382005452893,0.0,0.0111386138613861,0.0854271356783919,0.0109890109890109,0.0,0.0,0.0,0.0140449438202247,0.0003027550711474,0.0,0.0,0.0006144662921348,0.0006425358749196,0.0129645635263612,0.0193861066235864,0.0,0.0009487666034155,0.0,0.0270967741935483,0.0081743869209809,0.0066595631326584,0.4152249134948096,0.0954712362301101,0.2885608745830827,0.0007162153672174,0.3846153846153846,0.2476190476190476,0.2924528301886792,0.0814084507042253,0.0147186147186147
12,TBStack-LR,0,0,TreeStacking,Rename Class,0.0171821305841924,0.0083805767808725,0.0353982300884955,0.0068965517241379,0.0,6.667075376268277e-05,0.0063984075074648,0.0024570024570024,0.001004016064257,0.1428571428571428,0.0013227513227513,0.0,0.0,0.004844081138359,0.0009088155104513,0.0,0.0117574257425742,0.0804020100502512,0.0054945054945054,0.0,0.0,0.0,0.0168539325842696,0.0,0.0,0.0126582278481012,0.0005266853932584,0.0010708931248661,0.0077787381158167,0.0525040387722132,0.0039032006245121,0.0009487666034155,0.0,0.0670967741935483,0.0096881622767181,0.0106553010122535,0.9036144578313252,0.025703794369645,0.0010756744441414,0.0018973424640321,0.0769230769230769,0.0571428571428571,0.0660377358490566,0.0233802816901408,0.0034632034632034
